,msla,msla (orig),trend,msla (detrend)
1980-05-31,-12.408333333333331,-7.2,-15.839372081680764,3.431038748347433
1980-06-30,-10.191666666666663,-5.2,-15.783945351754873,5.5922786850882105
1980-07-31,-10.066666666666663,-5.1,-15.72851862182899,5.6618519551623265
1980-08-31,-9.825000000000003,-5.5,-15.673091891903105,5.848091891903103
1980-09-30,-10.200000000000003,-6.3,-15.617665161977214,5.417665161977212
1980-10-31,-7.316666666666677,-3.8,-15.56223843205133,8.245571765384653
1980-11-30,-15.241666666666674,-9.4,-15.506811702125447,0.2651450354587723
1980-12-31,-15.55833333333333,-9.5,-15.451384972199556,-0.10694836113377448
1981-01-31,,,-15.395958242273672,
1981-02-28,-6.125,-1.0,-15.340531512347788,9.215531512347788
1981-03-31,-12.083333333333343,-7.7,-15.285104782421897,3.201771449088554
1981-04-30,,,-15.229678052496013,
1981-05-31,,,-15.174251322570129,
1981-06-30,,,-15.118824592644238,
1981-07-31,-6.066666666666663,-1.1,-15.063397862718354,8.996731196051691
1981-08-31,-3.7249999999999943,0.6,-15.00797113279247,11.282971132792476
1981-09-30,-1.5,2.4,-14.952544402866579,13.452544402866579
1981-10-31,-3.4166666666666714,0.1,-14.897117672940695,11.480451006274023
1981-11-30,-3.0416666666666714,2.8,-14.841690943014811,11.80002427634814
1981-12-31,-2.058333333333323,4.0,-14.78626421308892,12.727930879755597
1982-01-31,-4.25833333333334,3.8,-14.730837483163036,10.472504149829696
1982-02-28,-3.825000000000003,1.3,-14.675410753237152,10.85041075323715
1982-03-31,-4.38333333333334,0.0,-14.619984023311261,10.236650689977921
1982-04-30,-15.691666666666663,-11.4,-14.564557293385377,-1.1271093732812858
1982-05-31,-15.708333333333329,-10.5,-14.509130563459493,-1.1992027698738355
1982-06-30,-18.49166666666666,-13.5,-14.453703833533602,-4.037962833133058
1982-07-31,-21.46666666666667,-16.5,-14.398277103607718,-7.06838956305895
1982-08-31,-23.025,-18.7,-14.342850373681834,-8.682149626318164
1982-09-30,-26.299999999999997,-22.4,-14.287423643755943,-12.012576356244054
1982-10-31,-27.91666666666667,-24.4,-14.23199691383006,-13.684669752836612
1982-11-30,-24.64166666666668,-18.8,-14.176570183904175,-10.465096482762505
1982-12-31,-35.05833333333333,-29.0,-14.121143453978284,-20.937189879355046
1983-01-31,-30.558333333333337,-22.5,-14.0657167240524,-16.492616609280937
1983-02-28,-22.825000000000003,-17.7,-14.010289994126516,-8.814710005873486
1983-03-31,-15.483333333333334,-11.1,-13.954863264200625,-1.5284700691327089
1983-04-30,-6.49166666666666,-2.2,-13.899436534274741,7.407769867608081
1983-05-31,-6.308333333333337,-1.1,-13.844009804348858,7.53567647101552
1983-06-30,-3.291666666666657,1.7,-13.788583074422974,10.496916407756316
1983-07-31,-0.5666666666666629,4.4,-13.733156344497083,13.16648967783042
1983-08-31,,,-13.677729614571199,
1983-09-30,-1.2000000000000028,2.7,-13.622302884645315,12.422302884645312
1983-10-31,1.2833333333333314,4.8,-13.566876154719424,14.850209488052755
1983-11-30,-5.741666666666674,0.1,-13.51144942479354,7.7697827581268655
1983-12-31,-8.758333333333326,-2.7,-13.456022694867656,4.69768936153433
1984-01-31,-10.158333333333331,-2.1,-13.400595964941765,3.2422626316084333
1984-02-29,-8.525000000000006,-3.4,-13.34516923501588,4.820169235015875
1984-03-31,-4.483333333333334,-0.1,-13.289742505089997,8.806409171756663
1984-04-30,-7.99166666666666,-3.7,-13.234315775164106,5.242649108497446
1984-05-31,-8.50833333333334,-3.3,-13.178889045238222,4.670555711904882
1984-06-30,-5.291666666666657,-0.3,-13.123462315312338,7.831795648645681
1984-07-31,-4.666666666666671,0.3,-13.068035585386447,8.401368918719776
1984-08-31,-3.2249999999999943,1.1,-13.012608855460563,9.787608855460569
1984-09-30,-5.299999999999997,-1.4,-12.957182125534679,7.657182125534682
1984-10-31,-9.416666666666671,-5.9,-12.901755395608788,3.4850887289421166
1984-11-30,-5.741666666666674,0.1,-12.846328665682904,7.10466199901623
1984-12-31,5.141666666666666,11.2,-12.79090193575702,17.932568602423686
1985-01-31,0.4416666666666629,8.5,-12.73547520583113,13.177141872497792
1985-02-28,3.174999999999997,8.3,-12.680048475905245,15.855048475905242
1985-03-31,-3.7833333333333456,0.6,-12.624621745979361,8.841288412646016
1985-04-30,-6.891666666666666,-2.6,-12.56919501605347,5.6775283493868045
1985-05-31,-9.308333333333337,-4.1,-12.513768286127586,3.205434952794249
1985-06-30,-9.591666666666669,-4.6,-12.458341556201702,2.866674889535034
1985-07-31,-10.766666666666666,-5.8,-12.402914826275811,1.6362481596091456
1985-08-31,-9.325000000000003,-5.0,-12.347488096349927,3.0224880963499245
1985-09-30,-6.8999999999999915,-3.0,-12.292061366424043,5.392061366424052
1985-10-31,-6.716666666666669,-3.2,-12.236634636498152,5.519967969831484
1985-11-30,-9.941666666666677,-4.1,-12.181207906572268,2.2395412399055914
1985-12-31,-4.958333333333329,1.1,-12.125781176646385,7.167447843313056
1986-01-31,0.041666666666671404,8.1,-12.070354446720494,12.112021113387165
1986-02-28,-1.2250000000000085,3.9,-12.01492771679461,10.789927716794601
1986-03-31,-0.38333333333333997,4.0,-11.959500986868726,11.576167653535386
1986-04-30,-3.2916666666666714,1.0,-11.904074256942835,8.612407590276163
1986-05-31,-11.808333333333337,-6.6,-11.84864752701695,0.04031419368361355
1986-06-30,-6.291666666666657,-1.3,-11.793220797091067,5.5015541304244095
1986-07-31,-10.266666666666666,-5.3,-11.737794067165176,1.47112740049851
1986-08-31,-4.424999999999997,-0.1,-11.682367337239292,7.257367337239295
1986-09-30,-5.099999999999994,-1.2,-11.626940607313408,6.5269406073134135
1986-10-31,-12.416666666666671,-8.9,-11.571513877387517,-0.8451527892791546
1986-11-30,-14.941666666666677,-9.1,-11.516087147461633,-3.425579519205044
1986-12-31,-21.65833333333333,-15.6,-11.460660417535749,-10.197672915797583
1987-01-31,-24.358333333333334,-16.3,-11.405233687609858,-12.953099645723476
1987-02-28,-8.924999999999997,-3.8,-11.349806957683974,2.424806957683977
1987-03-31,-12.483333333333334,-8.1,-11.29438022775809,-1.1889531055752443
1987-04-30,-9.49166666666666,-5.2,-11.238953497832199,1.747286831165539
1987-05-31,-12.00833333333334,-6.8,-11.183526767906315,-0.8248065654270249
1987-06-30,-11.49166666666666,-6.5,-11.128100037980431,-0.3635666286862289
